Job Title,Company,Location,Salary,Description,Link
Senior Data Analyst,PCI Government Services,"PCI Government Services in Huntsville, AL 35808","From $85,000 a year -  Full-time","Profile insightsFind out how your skills align with the job descriptionLicensesDo you have a valid Secret Clearance license?YesNoSkillsDo you have experience in Statistics?YesNoEducationDo you have a Bachelor's degree?YesNo&nbsp;Job detailsHere’s how the job details align with your profile.PayFrom $85,000 a yearJob typeFull-timeShift and scheduleMonday to Friday&nbsp;LocationPCI Government Services in Huntsville, AL 35808&nbsp;BenefitsPulled from the full job description401(k)Dental insuranceHealth insuranceVision insurance&nbsp;Full job descriptionAs affiliates of the PCI Federal Services group of companies, PCI Government Services LLC has a passion for our team members and their personal mission for success. We offer excellent insurance, leave and developmental benefits along with some flexibility for remote work opportunities. Come join our organization and be part of an exciting team supporting our Federal, DoD and Private Sector customers.
Duties and Responsibilities
This position requires employees to be located in the Huntsville, AL area in order to report to work on-site at Redstone Arsenal. A relocation bonus will be provided for qualifying candidates.

Provide highly complex data mining, statistical analysis, trend analysis, and causal analysis.
Perform as a technical lead responsible for monitoring and providing monthly contract reports and deliverables.
Responsible for integrating multiple disciplines in an operations research team and translating applicable methods into language and application understandable by operational managers throughout the organization. T
Review and provide quality control methods on products.
Prepare and update training materials to ensure newly assigned personnel gain an understanding of key analytic tools, procedures, and methodologies used.
Take structured and unstructured data and distill the information into a cohesive analytical product for a contracting functional business area audience.
Support pattern analysis methods to formulate recommendations to operational managers based upon exploiting patterns in the past, current, and anticipated operational environment.

Qualifications

Must be located in the Huntsville, AL area.
Must have an active Secret Security Clearance. (Candidates with eligibility to obtain a Secret clearance will be considered)
8 plus years in a technical field
BA/BS required
BS in computer science, engineering, applied mathematics, statistics, or a related field preferred.
Have experience advising senior DoD decision makers on methodologies, results, and conclusions from applied operations research. The primary tools used for research services include, but are not limited to, Logistics Management Program, Vantage, Virtual Contracting Enterprise, General Fund Enterprise Business System (GFEBS), SAP Business Objects/Web Intelligence Reports, Microsoft SharePoint, Army-specific contract writing systems (Procurement Desktop Defense (PD2) and Procurement Automated Data and Document System (PADDS)), and various Government and Commercial business process automation systems.
Personnel should have strong data manipulation and problem-solving skills.
Must have strong technical skills in areas such as statistics, programming languages like R or Python, SQL (Structured Query Language), data visualization, and data cleaning and preparation
Have good communication skills and problem-solving ability .

Physical Requirements
The physical demands described herein are representative of those which may need to be met by an employee to successfully perform the essential functions of the job. Employees must possess the ability to work in an office environment.
If required, employees must be able to operate a motor vehicle which may require sitting for prolonged periods of time to visit other company sites. Must have hearing and speech to communicate in person, before groups and over the telephone. Standing in work areas and walking between work areas may be required. This position may require an employee to bend, stoop, kneel, crouch, crawl, climb or balance, reach, push, and pull. The employee may also be required to lift and/or move up to 20 pounds.
PCI Government Services LLC (PCI-GS) is an equal opportunity employer. PCI-GS does not discriminate on the basis of age, sex, race, national origin, religion, marital status, sexual orientation or identity, Veterans or Disability status. Preference may be extended to qualified Native American Indian candidates in accordance with applicable federal law.
Job Type: Full-time
Pay: From $85,000.00 per year
Benefits:

401(k)
Dental insurance
Health insurance
Vision insurance

Schedule:

Monday to Friday

Education:

Bachelor's (Required)

Experience:

working in a technical field: 8 years (Required)

Security clearance:

Secret (Required)

Work Location: Hybrid remote in Huntsville, AL 35808&nbsp;",
Research Data Analyst,eMAX Health,"1730 South Federal Highway, Delray Beach, FL 33483",$31.85 - $38.36 an hour -  Full-time,"Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in Writing skills?YesNo&nbsp;Job detailsHere’s how the job details align with your profile.Pay$31.85 - $38.36 an hourJob typeFull-timeShift and schedule8 hour shift&nbsp;Location1730 South Federal Highway, Delray Beach, FL 33483&nbsp;BenefitsPulled from the full job description401(k)Dental insuranceHealth insuranceLife insuranceVision insurance&nbsp;Full job descriptionWe are seeking a highly motivated Research Data Analyst to join our team.This position will involve managing, analyzing, and interpreting a wide variety of research data.The analyst will collaborate closely with our research team, helping to prepare presentations .
Duties include:

Prioritize and extract data from a variety of sources such as notes, survey results, medical reports, and laboratory data, and maintain its accuracy and completeness.
Determine additional data collection and reporting requirements.
Collect, manage and clean datasets.
Develop reports, charts, graphs and tables for use by investigators and for publication and presentation.
Analyze data processes in documentation.

Required Qualifications:

Proficiency in data analysis tools and languages.
Good understanding of data formats.
Substantial experience with MS Office and analytical programs.
Excellent writing and analytical skills.
Ability to prioritize workload.
Sitting in place at computer for long periods of time
Occasionally use a telephone.
Rarely writing by hand.

Job Type: Full-time
Pay: $31.85 - $38.36 per hour
Expected hours: 42 per week
Benefits:

401(k)
Dental insurance
Health insurance
Life insurance
Vision insurance

Schedule:

8 hour shift

Work Location: In person&nbsp;",
Sr. Principal Business Analyst (Data & Analytics),The Friedkin Group,"1375 Enclave Parkway, Houston, TX 77077",Full-time,"Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in Tableau?YesNoEducationDo you have a Bachelor's degree?YesNo&nbsp;Job detailsHere’s how the job details align with your profile.Job typeFull-time&nbsp;Location1375 Enclave Parkway, Houston, TX 77077&nbsp;BenefitsPulled from the full job descriptionDental insuranceHealth insuranceRetirement planVision insurance&nbsp;Full job description
 External Description: 
 
 Living Our Values All associates are guided by Our Values. Our Values are the unifying foundation of our companies. We strive to ensure that every decision we make and every action we take demonstrates Our Values. We believe that putting Our Values into practice creates lasting benefits for all of our associates, shareholders, and the communities in which we live.  Why Join Us


Career Growth: Advance your career with opportunities for leadership and personal development.
Culture of Excellence: Be part of a supportive team that values your input and encourages innovation.
Competitive Benefits: Enjoy a comprehensive benefits package that looks after both your professional and personal needs.


 Total Rewards Our Total Rewards package underscores our commitment to recognizing your contributions. We offer a competitive and fair compensation structure that includes base pay and performance-based rewards. Compensation is based on skill set, experience, qualifications, and job-related requirements. Our comprehensive benefits package includes medical, dental, and vision insurance, wellness programs, retirement plans, and generous paid leave. Discover more about what we offer by visiting our Benefits page.
 


 A Day In The Life The Sr. Principal Business Analyst supports various phases of product development from initial conception through to deployment and continuous improvement. They will work closely with the Product Owner and the project team, facilitating and executing a seamless integration of business processes with advanced data-driven insights. Key to this role is the ability to understand and document both current and future business needs, collaborating with internal stakeholders and external service providers to identify and implement the most effective IT solutions. The analyst must possess a strong analytical capability to manage and interpret data from diverse sources, ensuring data integrity and usefulness for making strategic decisions. The Sr. Principal Business Analyst helps ensure that data and analytics solutions meet user requirements and are in line with the strategic goals of the organization. Their work not only involves rigorous analysis and documentation but also ongoing collaboration and communication across various levels of the organization to champion the adoption of data-centric business solutions.
 


 As a Sr. Principal Business Analyst you will:
 

Supports the Product Owner and project team through various product phases like Process Analysis, Requirements, User Acceptance Testing, Training, Deployment, and Continuous Improvement.
Documents current and emerging business needs and works with internal and external service providers to define and deliver data and analytics solutions.
Participates in sessions to gather business context from Product Owners, analyze, document findings.
Documents business requirements, use stories, and technical requirements.
Collaborates with internal customers to ensure user requirements are complete and concise, confirming that changes and enhancements meet technical specifications and user requirements.
Performs data analysis on different data sources, consolidating multiple data sets and analyzing the data accurately and efficiently.
Performs business process analysis to define how data and analytic solutions should be configured to meet those needs.
Performs data analysis to review and analyze business performance prior to and post the deployment of data and analytic solutions. Using SQL, BI Reports and ad-hoc analysis within PowerBI, Tableau, Excel, and other applications.
Maps current processes to the desired state and identifies gaps such as program functions, output requirements, input requirements and sources, data conversion strategies, and system techniques and controls.
Assists with the development of test designs and develops test cases.
Assists with the development and maintenance of product and project documentation including internal project status and conceptual business communications materials.
This position may have direct reports depending on the project and organizational structure.



 What We Need From You


Bachelor's Degree Computer Science, Data Science, Mathematics, Engineering, or a related field. Req
8+ years of experience as a highly technical Business Analyst, Product Manager, Solutions Architect, Business Systems Analyst supporting data and analytic software development projects. Required
Experience working with Agile development methodology. Strong understanding of Agile methodologies and experience working in an Agile and hybrid development environment.
Strong prior participation in the design, development, and implementation of enterprise data and analytic solutions. A working understanding of applying data and analytics to improve business processes.
Ability to elicit, articulate and document process modeling, business requirements, description of business context using scenarios and user stories.
Strong foundational knowledge of Agile Methodology in application, as well as Product Development and the Software Development Life Cycle.
Proven experience with business and technical requirements analysis, elicitation, modeling, verification, and methodology development
Experience using JIRA and Confluence to support workflow.
Experience in various data and reporting tools such as SQL, PowerBI, Tableau, and Excel
Strong demonstrated experience with Microsoft applications such as PowerPoint and can pull together clear, concise, and convincing presentations using mockups, data, and written context.


 Physical and Environmental Requirements

   The physical requirements described here are representative of those that must be met by an associate to successfully perform the essential functions of the job. While performing the duties of the job, the associate is required on a daily basis to analyze and interpret data, communicate, and remain in a stationary position for a significant amount of the work day and frequently access, input, and retrieve information from the computer and other office productivity devices. The associate is regularly required to move about the office and around the corporate campus. The associate must frequently move up to 10 pounds and occasionally move up to 25 pounds.
  




 Travel Requirements 20% Minimal travel is required for this position
  




 Join Us The Friedkin Group and its affiliates are committed to ensuring equal employment opportunities, including providing reasonable accommodations to individuals with disabilities. If you have a disability and would like to request an accommodation, please contact us at TalentAcquisition@friedkin.com. We celebrate diversity and are committed to creating an inclusive environment for all associates.  We are seeking candidates legally authorized to work in the United States, without Sponsorship.
  


 #HP125
#LI-BM1
&nbsp;",
SR DATA SCIENTIST / DATA ANALYST,"Data and Analytic Solutions, Inc.","Washington, DC 20036","$80 - $110 an hour -  Full-time, Contract","Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in Technical writing?YesNoEducationDo you have a Master's degree?YesNo&nbsp;Job detailsHere’s how the job details align with your profile.Pay$80 - $110 an hourJob typeFull-timeContractShift and scheduleMonday to Friday&nbsp;LocationWashington, DC 20036&nbsp;Full job descriptionWe have an exciting Data Scientist / Data Analyst opportunity on a highly visible project. A broad set of skills are required to design, build, and manage efficient, scalable, and secure data and analytic solutions in the AWS environment. Experienced in developing dashboards within Tableau Server environments, specializing in designing intuitive and user-friendly visualizations. Strong background in SQL and data modeling, with proficiency in Redshift and Postgres databases, as well as expertise in custom SQL programming. You'll gather requirements, analyze complex datasets, develop dashboards and reports, and communicate findings to stakeholders. If you're passionate about using data to drive decision-making in a data production environment and have a consultant mindset, we want to hear from you!
Duties

Collect, analyze, and interpret data to provide insights and support decision-making processes.
Assist in the development and implementation of data collection systems and strategies.
Clean and validate data to ensure accuracy and reliability.
Perform statistical analysis and create dashboard visualizations
Collaborate with cross-functional teams to identify business needs and develop data-driven and analytic solutions.
Provide project status reporting and presentations for product delivery.

Qualifications

Five (5) years’ experience as a data scientist, data analyst, or data engineer
Excellent in Tableau dashboard development within Tableau Server environments
Advanced Python and SQL programming
Deep understanding of AWS environments
Extensive experience developing an analytics layer in AWS Redshift
Experience business analysis and design, data modeling including planning, gathering requirements and documentation
Strong analytical skills to interpret data, identify trends, and generate insights
Strong communication skills
Experience in technical writing and presenting
Experience working with cross-functional teams and leading technical teams
Quick learner, flexible and adaptive
Excellent problem-solving skills and attention to detail
Familiarity with financial market data preferred
Bachelor’s or master’s degree, preferably financial engineering, computer science, math, statistics, finance, economics or related field

Job Types: Full-time, Contract
Pay: $80.00 - $110.00 per hour
Expected hours: 40 per week
Schedule:

Monday to Friday

Application Question(s):

Are you a US citizen or permanent resident? (Required)

Education:

Bachelor's (Required)

Experience:

Python: 3 years (Required)
Tableau within AWS RedShift: 3 years (Required)
SQL and data modeling: 3 years (Required)

Work Location: Hybrid remote in Washington, DC 20036&nbsp;",
Data Analyst,Crunchtime,Not Available,Not Available,"Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in Tableau?YesNo&nbsp;LocationRemote&nbsp;BenefitsPulled from the full job description401(k) matchingCommuter assistanceDental insuranceFlexible spending accountGym membershipHealth insuranceHealth savings accountShow morechevron down&nbsp;Full job description

Global restaurant brands run their operation on the Crunchtime platform. Delivering a consistent guest experience across every location and managing food and labor costs are at the core of how Crunchtime's software is used today in over 125,000 locations across 100+ countries by the world's top restaurant and foodservice operators. Customers including Chipotle, Culver's, Domino's, Dunkin', Five Guys and P.F. Chang's rely on our top-ranked platform which now includes Zenput to manage inventory, staff scheduling, learning and development, food safety, operational tasks and audits.

 About the role
At CrunchTime, you will be on the forefront of growing our analytics capabilities by helping our internal organizations make better business decisions by analyzing and interpreting data. You are constantly curious about finding a deeper understanding of problems and can leverage tools to collect, organize, and analyze large amounts of data. Being able to create charts, tables, and graphs, or other forms of data visualization to clearly communicate findings and outcomes regarding how a conclusion is reached is important to finding success. This is an amazing opportunity to help grow a new capability.
 What you'll do as a Data Analyst

Partner with technical and non-technical teams to build analytics solutions
Analyze and interpret data using advanced analytics to understand and explain trends and drivers of key business metrics
Build, manage, and maintain data visualizations and dashboards
Drive the adoption of analytics best practices and advocate for opportunities of growth
Work with data to drive insights and improve organization's ability to make decisions
Build relationships with teams to gain a deeper understanding of challenges, pain points, and goals
Identify trends and opportunities for growth through analysis of complex data sets
Be hungry to apply analytics to go solve problems

What we are looking for

Strong analytical and problem-solving abilities
Proficiency in BI softwares and tools (Tableau, PowerBI, etc)
Familiarity with programming languages (SQL, Python, R, JS, ETL frameworks)
Excellent written and verbal communication and presentation skills
Technical experience with relational and non-relational databases
Be a self-starter and have the ability manage and maintain healthy work loads
3+ years of experience working in analytics

Nice to haves

Experience with ML
Prior experience with database, model design, implementation and segmentation techniques
Domain experience in food service, retail operations, operations research, or related fields
Experience with time series data especially with user driven data

What you'll get

Great mission-driven team members from diverse backgrounds with a strong company culture
Competitive pay
Unlimited PTO
Paid company holidays
Yearly team off-sites
International travel opportunities
Medical, dental, and vision benefits (FSA, HSA & HRA options)
Basic & Voluntary Life Insurance
401k employer match
Wellness benefits (Headspace, OneMedical, Omada, Ginger.io, Gympass, Carrot)
Commuter benefits
Work in an open environment on solutions that are reshaping the way businesses operate
Fun team events
Ability to have a big impact
10 weeks of paid parental leave
Fitness reimbursement
Learning & development funds


 Equal Employment Opportunity Statement
At Crunchtime, we are an equal opportunity employer. We do not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity or expression, national origin, age, disability, veteran status, or any other characteristic.
We have an inclusive and diverse workplace where every team member is respected and valued. As a global software development company, we believe that our diverse employee population enriches our work environment.
Join us in our mission to provide the best software solutions to the food industry. We encourage you to apply regardless of your background or experience; even if you don't meet all the qualifications, because we believe unique experiences and perspectives make us a stronger team.

&nbsp;",
Data Analyst,Seismic,Not Available,"$61,200 - $105,500 a year","Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in Tableau?YesNoEducationDo you have a Bachelor's degree?YesNo&nbsp;Job detailsHere’s how the job details align with your profile.Pay$61,200 - $105,500 a year&nbsp;LocationRemote&nbsp;BenefitsPulled from the full job description401(k)401(k) matchingDisability insuranceHealth insuranceHealth savings accountLife insurancePaid holidaysShow morechevron down&nbsp;Full job description

Please be aware we have noticed an increase in hiring scams potentially targeting Seismic candidates. Read our full statement on our Career's page.
 Seismic, a rapidly growing Forbes Cloud 100 company, is the global leader in enablement, helping make sales teams better by becoming more productive and engaging with buyers in a compelling way. Seismic's platform provides continuous guidance to improve behavior, content, and skills to win more deals and deliver better experiences. Nearly 2,000 organizations including IBM and American Express have made Seismic their enablement platform of choice. Seismic integrates with business-critical platforms including Microsoft, Salesforce, Google and Adobe. Seismic is headquartered in San Diego, with offices across North America, Europe, Australia and China.
Seismic is committed to building an inclusive workplace that ignites growth for our employees and creates a culture of belonging that allows all employees to be seen and valued for who they are. Learn more about DEI at Seismic here.

 Who you are:
We are seeking a talented and driven Data Analyst to join our Corporate Data & Analytics team at Seismic. This role is integral to our mission of harnessing data to drive strategic decisions and optimize business operations. The successful candidate will be responsible for developing Tableau dashboards, conducting detailed analyses, and leveraging their knowledge of SaaS GTM strategies to provide actionable insights to Revenue Operations.
 What you will be doing:

Tableau Dashboard Development: Design, develop, and maintain enterprise-grade Tableau dashboards to visualize key metrics and support decision-making processes across the organization.


Detailed Analysis: Conduct in-depth data analysis to uncover trends, identify opportunities for improvement, and provide actionable insights to various stakeholders.


Revenue Operations Knowledge: Utilize a deep understanding of Revenue Operations to analyze sales and revenue data, optimize processes, and support strategic initiatives.


Collaboration: Work closely with cross-functional teams including Sales Operations, Customer Success Ops and Finance to ensure data accuracy and alignment with business goals.


Data Integrity: Ensure the accuracy, consistency, and reliability of data by performing regular audits and validations.


Continuous Improvement: Stay current with industry trends and best practices in data analytics and visualization to continually enhance the quality of analysis and reporting.

What you bring to the team:

Bachelor's degree in Economics, Business Statistics, Data Science, Computer Science, or a related field.


3+ years of experience in data analysis, with a focus on Tableau dashboard and data source development.


Strong knowledge of Revenue Operations and experience working with sales and revenue data, including projects around sales team attainment, pipeline progression, professional services, and/or renewals


Salesforce experience required.


Proficiency in SQL or experience in Snowflake is a plus.


Excellent analytical and problem-solving skills, with a keen attention to detail.


Strong communication and interpersonal skills, with the ability to present complex data insights in a clear and concise manner.


Ability to work independently and as part of a team in a fast-paced environment.

What we have for you:

Take time to rest and recharge with generous time off, paid company holidays and end of year company shutdown.


Medical, dental, vision, employer-paid life insurance and disability benefits


Access to Health Savings Account (HSA) with $1,000 Single/$2,000 annual employer contribution


Access to free paid telemedicine and wellness offers through medical plan


Fertility and family planning benefits with financial assistance for adoption and surrogacy


Paid parental leave and family caregiver leaves


Annual professional development reimbursement


Mental health support with 12 free counseling sessions for you and your family members


401k with annual employer contribution


Equity program and performance-based bonuses


Bring Your Own Device technology stipend


Seismic Cares Program with charitable donation matching


Communities of Belonging (employee resource/affinity groups)


#LI-SM1
#LI-Remote

#LI-SM1
#LI-Remote


 If you are an individual with a disability and would like to request a reasonable accommodation as part of the application or recruiting process, please contact us at talent@seismic.com.
Headquartered in San Diego and with employees across the globe, Seismic is the global leader in sales enablement, backed by firms such as Permira, Ameriprise Financial, EDBI, Lightspeed Venture Partners, and T. Rowe Price. Seismic also recently expanded its team and product portfolio with the acquisition of Percolate, Grapevine6, and Lessonly. Our board of directors is composed of several industry luminaries including John Thompson, former Chairman of the Board for Microsoft.
Seismic is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to gender, age, race, religion, or any other classification which is protected by applicable law.
 Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.

&nbsp;",
Senior Data Analyst (Contract-to-hire),AdAction Interactive LLC,"Lakewood, CO 80228","$45 - $55 an hour -  Temp-to-hire, Contract","Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in Tableau?YesNoEducationDo you have a Bachelor's degree?YesNo&nbsp;Job detailsHere’s how the job details align with your profile.Pay$45 - $55 an hourJob typeTemp-to-hireContract&nbsp;LocationLakewood, CO 80228&nbsp;BenefitsPulled from the full job descriptionOpportunities for advancement&nbsp;Full job description
ABOUT ADACTION
Founded in 2013, AdAction is a leader in performance-based mobile app marketing, delivering premium users at scale for top brands and app developers worldwide. We foster a fast-paced, collaborative, and growth-oriented environment, where team members thrive on autonomy and making meaningful contributions. While we are a remote-first company we are currently only hiring in Colorado, Illinois, Texas, and North Carolina.
 POSITION SUMMARY
AdAction is seeking a highly motivated and proactive individual to join our team as a Senior Data Analyst. This role plays a crucial part in our company's growth and modernization efforts, with ample opportunities for professional development and advancement. The ideal candidate will possess strong technical skills, a passion for problem-solving, and the ability to thrive in a dynamic and ambiguous environment.
 This is a contract-to-hire position with an initial contract period of six months. At the conclusion of the contract, there is potential for full-time employment based on performance and business needs.
 RESPONSIBILITIES

Contribute to the modernization efforts of our data processes, including the transition to frameworks such as Airbyte, Airflow, and DBT.


    Collaborate with cross-functional teams to automate and streamline BI processes, eliminating reliance on adhoc reports.
   


    Proactively identify opportunities to enhance data analytics processes and systems, recommending and implementing solutions to optimize efficiency and effectiveness.
   


    Utilize technical expertise in DBT, Airflow, Python, Git, AWS, and various data visualization tools (e.g., Tableau, Looker, QuickSight) to enhance data analytics capabilities.
   


    Work closely with engineers to ensure seamless integration of BI processes within our data pipeline framework.
   


    Design and implement A/B testing experiments to derive actionable insights, with a strong understanding of analytical events and how to leverage them effectively. Prior experience in working with event-driven data streams is a plus.
   


    Act as a strategic advisor to cross-functional teams, leveraging data analysis to provide actionable recommendations and insights that drive informed decision-making and support long-term business objectives.
   


    Partner with the business to provide consultancy and translate the business needs to design and develop tools, techniques, metrics, and dashboards for insights and data visualization.
   


    Collaborate closely with product teams in a data mesh environment, going beyond traditional reporting to engage in problem-solving activities that require cross-functional interaction and the development of innovative data solutions.
   
Stay abreast of industry trends and emerging technologies in data analytics, continuously exploring new methodologies and tools to drive innovation and maintain a competitive edge.

 EXPERIENCE & QUALIFICATIONS

Bachelor's degree in Computer Science, Engineering, Mathematics, or a related field.


    3+ years of experience in business intelligence, data analysis, or a similar role.
   


    Proficiency in DBT (or familiarity with stored procedures and data warehouse operations), Airflow, Python, Git, and AWS.
   


    Experience with data visualization tools such as Tableau, Looker, or QuickSight.
   


    Familiarity with databases including Redshift, Snowflake, and Postgres.
   


    Strong problem-solving skills and the ability to thrive in a fast-paced, ambiguous environment.
   
Excellent communication and collaboration skills, with the ability to work effectively in cross-functional teams.

 ADDITIONAL INFORMATION
This contract role offers significant opportunities for growth and advancement within the company, including the potential for full-time employment in roles focused on data science, machine learning, and other areas of data analytics.
We are looking for individuals who are proactive, driven, and able to navigate ambiguity with ease.
&nbsp;",
Data Analyst,Phoenix Mecano Inc,"7330 Executive Way, Frederick, MD 21704",Not Available,"Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in Pivot tables?YesNoEducationDo you have a Master's degree?YesNo&nbsp;Location7330 Executive Way, Frederick, MD 21704&nbsp;Full job description
 Description: 
 This position will be responsible for collecting, processing, and performing statistical analyses. Develop reports and dashboards to present data findings. They work closely with stakeholders to understand their data needs, identify trends and and translate raw data into meaningful insights that drive business strategies.

Support month-end, quarter-end, and year end audit processes including liaison with internal and external stakeholders (Group, Auditors)
Support the annual business plan process including budget and forecast
Assess financial risk and make recommendations to mitigate
Liaise with internal stakeholders (department managers) to complete assigned tasks

Other duties as assigned by the VP of Finance. Requirements: 
 This position requires a Bachelor's or Master's degree in Finance, Accounting or Business.

Advanced knowledge of Microsoft Office programs including Excel (pivot tables, v-lookups), Word, Outlook and the ability to use
Knowledge of ERP systems (Navision preferred) and ability to use
Understanding and application of advanced accounting principles; in a manufacturing environment preferred but not required
Knowledge of financial accounting statements and the ability to apply in completion of essential functions
Ability to apply a high level of accuracy and attention to detail
Quantitative skill at a high level and ability to apply

&nbsp;",
Healthcare HL7 Data Analyst,ZynAsys LLC,"ZynAsys LLC in Albany, NY 12202",$65 - $80 an hour -  Contract,"Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in SQL?YesNo&nbsp;Job detailsHere’s how the job details align with your profile.Pay$65 - $80 an hourJob typeContractShift and schedule8 hour shiftMonday to Friday&nbsp;LocationZynAsys LLC in Albany, NY 12202&nbsp;Full job descriptionJob SummaryThe Healthcare Data Analyst position involves analyzing healthcare data to improve patient outcomes, operational efficiency, and decision-making within the healthcare organization. The role requires a deep understanding of medical terminology, data analysis techniques, and IT systems.
Responsibilities
Extensive experience working with and analyzing data, confirming to HL7/FHIR and USDCI standards.
Minimum of 10 years of experience.
Developer queries using SQL, to mine data from Medicaid Data Warehouse (MDW).- Utilize data analysis skills to interpret complex healthcare data sets- Develop and maintain databases to store and manage healthcare data- Collaborate with healthcare professionals to identify data needs and provide analytical support- Generate reports and visualizations to communicate findings effectively- Ensure compliance with regulatory requirements such as HEDIS and other quality measures- Conduct research on healthcare trends and outcomes to support decision-making processes
Qualifications- Proficiency in SQL for querying databases- Familiarity with Epic or other electronic health record systems- Knowledge of medical terminology and health information management- Experience in acute care settings is a plus- Understanding of bioinformatics principles is advantageous
Job Type: Contract
Pay: $65.00 - $80.00 per hour
Expected hours: 40 per week
Schedule:

8 hour shift
Monday to Friday

Experience:

HL7: 5 years (Preferred)
Medicaid Data analysis: 10 years (Required)

Ability to Commute:

Albany, NY 12202 (Required)

Ability to Relocate:

Albany, NY 12202: Relocate before starting work (Required)

Work Location: Hybrid remote in Albany, NY 12202&nbsp;",
Data Analyst,Dallas Theological Seminary,"3909 Swiss Ave, Dallas, TX 75204",Full-time,"Profile insightsFind out how your skills align with the job descriptionSkillsDo you have experience in Windows?YesNo&nbsp;Job detailsHere’s how the job details align with your profile.Job typeFull-time&nbsp;Location3909 Swiss Ave, Dallas, TX 75204&nbsp;Full job description


   Job Details
  




 Job Location


      Dallas Campus - Dallas, TX
     



 Position Type


      Full Time, Salaried, Exempt
     





 Job Category


      On Campus
     






   Job Summary
  




The mission of Dallas Theological Seminary as a professional, graduate-level school is to glorify God by equipping godly servant-leaders for the proclamation of His Word and the building up of the body of Christ worldwide.

     We are seeking a skilled and experienced Data Analyst to join our dynamic team. The ideal candidate will have a strong background in data management, migration, and analysis, with expertise in various tools and programming languages. This role requires a detail-oriented individual with strong problem-solving skills and the ability to work independently as well as collaboratively with cross-functional teams. The ideal candidate will be adaptable to new technologies and committed to maintaining data integrity and efficiency in all processes.
    


Duties/Responsibilities:




       Develop and maintain import/export scripts using Python and PowerShell
      


       Manage and optimize database operations, particularly with MSSQL
      


       Clean and migrate data between different systems and platforms
      


       Create and enhance reports using SSRS (SQL Server Reporting Services)
      


       Integrate data from various APIs and external sources
      


       Schedule and automate data processes using tools like Windows Scheduler
      


       Support data synchronization between development and production environments
      


       Troubleshoot data-related issues and provide solutions
      


       Work together as a team player and under the leadership of Data Management team
      






   Job Qualifications
  







       Proficiency in Python programming, particularly in Linux environments
      


       Strong knowledge of MSSQL and database management
      


       Experience with PowerShell scripting
      


       Familiarity with SSRS for report development and enhancement
      


       Understanding of API integrations (e.g., Stripe, Canvas, iDonate)
      


       Experience with data migration and cleaning processes
      


       Ability to work with FTPS protocols and file transfer systems like ShareFile
      


       Knowledge of Windows Scheduler for task automation
      


       Prefer experience in .NET framework, or other programming and computing platforms
      



Education and Experience:


     4 year college degree or related experience required
    


Physical Requirements: 


     Prolonged periods of sitting at a desk and working on a computer.
    

     Must be able to lift up to 15 pounds at times.
    



&nbsp;",
